Customer ID,Full Name,Credit Score,Credit Limit,Outstanding Debt,SSN
1084,Ashley Ochoa,680,"$14,571 ","$3,308 ",24866735
1085,Tyler Lewis,724,"$6,037 ","$4,912 ",565607864
1086,Justin Callahan,734,"$12,855 ","$2,780 ",587324111
1087,Steven Mitchell,681,"$11,316 ","$3,986 ",471714987
1088,Mr. Anthony Harris,606,"$6,910 ","$2,778 ",257877534
1089,Timothy Galloway,755,"$7,188 ","$4,119 ",553412004
1090,Amber Garcia,636,"$5,509 ","$1,487 ",435499116
1091,Kyle Morris,780,"$12,041 ","$2,015 ",264849108
1092,Gary Knight,608,"$9,456 ","$2,082 ",80961695
1093,Ms. Audrey Frank DDS,698,"$6,891 ","$2,408 ",193034493
1094,Jennifer Hill,674,"$11,123 ","$3,523 ",260877533
1095,Nancy Barnes,763,"$8,105 ","$4,051 ",556343801
1096,Eric Huber,738,"$13,878 ","$1,244 ",748120770
1097,Ryan Gonzalez,686,"$13,444 ","$3,261 ",568127118
1098,Christy West,603,"$7,644 ","$4,719 ",518616471
1099,Kevin Simmons,726,"$5,359 ","$3,609 ",16476669
1100,Jeffrey Garcia,666,"$10,432 ","$1,563 ",456893708
1101,William Clark,688,"$6,627 ","$3,512 ",819162742
1102,Edward Lucero,743,"$11,842 ","$4,912 ",509919777
1103,Gina Johnson,794,"$6,108 ","$2,030 ",371315587
1104,Jessica Baker,746,"$6,707 ","$3,132 ",398896049
1105,Rachel Parker,619,"$14,604 ","$1,525 ",381919492
1106,Julian Lopez,724,"$5,567 ","$3,130 ",565815459
1107,Jeremy Ford,800,"$8,660 ","$2,422 ",149981696
1108,Marvin Abbott,624,"$14,138 ","$4,425 ",232292681
1109,Pam Young,781,"$8,554 ","$1,725 ",730474003
1110,Charles Nelson,777,"$8,770 ","$2,634 ",564541891
1111,James Jackson,651,"$14,974 ","$3,860 ",608974554
1112,Colin Hoover DVM,790,"$12,192 ","$2,427 ",669459142
1113,Luis Wiley,640,"$9,410 ","$3,952 ",44841829
1114,Jason Gonzalez,689,"$13,966 ","$4,490 ",401348757
1115,Jenna Ramirez,651,"$8,540 ","$2,907 ",898891246
1116,Brenda Tucker,680,"$7,104 ","$2,133 ",540921269
1117,Robert Bush,743,"$5,007 ","$1,341 ",16072893
1118,Kelly Lane,769,"$10,375 ","$2,263 ",385992559
1119,Ashley Hernandez,780,"$10,296 ","$1,143 ",1637682
1120,Daniel Cole,621,"$5,231 ","$2,197 ",309438173
1121,Jared Kane,629,"$7,727 ","$3,915 ",784577360
1122,Ashley Oconnor,670,"$8,299 ","$3,100 ",257550793
1123,Christian Jenkins,741,"$10,674 ","$4,543 ",121247385
1124,Jeffrey Wright,714,"$6,456 ","$2,698 ",46173231
1125,Dr. Robert Mercado MD,728,"$13,714 ","$4,405 ",5551932
1126,Jordan Taylor,704,"$7,010 ","$1,329 ",797589082
1127,Tammy Johnson,751,"$12,585 ","$2,327 ",205860545
1128,Kathleen Waller,644,"$9,858 ","$1,987 ",142446393
1129,Richard Blake,760,"$12,159 ","$3,759 ",258148167
1130,Charlene Burgess,778,"$9,697 ","$1,128 ",554920253
1131,Paul Barnett,605,"$5,134 ","$3,615 ",15331102
1132,Jose Parks,668,"$6,248 ","$4,567 ",763382419
1133,Marcus Benitez,769,"$10,130 ","$2,298 ",124200550
1134,Lisa Park,740,"$9,709 ","$1,198 ",324215072
1135,David Sawyer,800,"$9,076 ","$4,479 ",49798457
1136,Katrina Meyer,777,"$13,464 ","$1,573 ",367855139
1137,Richard Lambert,666,"$14,783 ","$1,229 ",873873002
1138,Mrs. Lindsey Jackson,699,"$11,858 ","$2,150 ",751142794
1139,Rebecca Weaver,749,"$8,693 ","$2,038 ",4813259
1140,Eric Richards,680,"$13,729 ","$3,004 ",307879770
1141,Jonathon Waller,714,"$7,013 ","$2,735 ",213677501
1142,Kenneth Peters,695,"$7,777 ","$3,132 ",303336364
1143,Michael Perkins,613,"$8,784 ","$3,892 ",109701343
1144,Catherine Hunt,722,"$11,286 ","$1,125 ",174140082
1145,Shelby Turner,661,"$6,328 ","$2,262 ",678743830
1146,Christopher Williams,625,"$7,992 ","$4,703 ",471263968
1147,Nancy Snyder,632,"$12,170 ","$1,062 ",595131346
1148,Jacob Wells,792,"$10,933 ","$3,152 ",335387157
1149,Joseph Cardenas,705,"$7,040 ","$3,159 ",221299840
1150,Brandy Nguyen,663,"$13,189 ","$2,153 ",28741641
1151,Patrick Chapman,668,"$11,622 ","$2,767 ",737900405
1152,Patrick Peterson,720,"$5,956 ","$1,672 ",596523179
1153,Jay Curry,781,"$13,589 ","$2,463 ",369227577
1154,Alexis Bell,651,"$9,083 ","$1,619 ",231164719
1155,Joshua Ellison,656,"$9,928 ","$4,231 ",193792991
1156,Matthew Martinez,637,"$8,052 ","$3,259 ",280243285
1157,Peter Serrano,664,"$13,915 ","$1,111 ",392797055
1158,Charles Pearson,646,"$8,811 ","$4,539 ",13966693
1159,Ryan Stewart,784,"$11,838 ","$4,789 ",590713258
1160,Stephen Flores,780,"$7,569 ","$1,996 ",321713993
1161,Ronald Johnson,794,"$14,174 ","$1,527 ",26743980
1162,Angela Montoya,748,"$7,752 ","$4,051 ",571363353
1163,Elizabeth Mclaughlin,663,"$13,585 ","$4,170 ",121032236
1164,Christopher Rogers,676,"$5,344 ","$3,957 ",685015972
1165,Marcia Cohen,717,"$8,273 ","$1,255 ",678301790
1166,Jon Matthews,705,"$7,749 ","$2,560 ",27858245
1167,Elizabeth Wolfe,729,"$11,355 ","$1,870 ",896166089
1168,Jonathan Miranda,698,"$13,736 ","$3,155 ",356461899
1169,Stephanie Harmon,726,"$6,688 ","$1,519 ",598148843
1170,Mary King,622,"$13,729 ","$1,047 ",256208237
1171,Jordan Patterson,620,"$5,172 ","$4,938 ",577988090
1172,Nicole Cook,791,"$8,981 ","$4,054 ",311385597
1173,Larry Miller,701,"$12,379 ","$3,761 ",336205833
1174,Dawn Meyer,670,"$11,757 ","$4,985 ",129219085
1175,Ashley Woodard,688,"$11,492 ","$2,057 ",744241384
1176,Patricia Vasquez,785,"$6,255 ","$4,655 ",188890622
1177,Dr. Laura Gordon,795,"$7,584 ","$3,400 ",531927080
1178,Austin Long,662,"$8,438 ","$4,514 ",457046994
1179,Lawrence Vasquez,611,"$5,879 ","$3,094 ",637616500
1180,Steven Brown,617,"$12,311 ","$2,019 ",713732696
1181,Derek Barnes,715,"$7,203 ","$3,456 ",677466578
1182,Robert Johnson,760,"$13,350 ","$2,184 ",41502098
1183,Sue Lyons,603,"$14,803 ","$1,605 ",400118512
1184,Alexandra Jordan,689,"$10,865 ","$2,503 ",301099500
1185,Gregory Burch,676,"$13,220 ","$3,628 ",440918168
1186,Christina Ford,776,"$9,153 ","$1,547 ",330246793
1187,Jason Quinn,605,"$12,855 ","$4,305 ",406633553
1188,Ronald Schwartz,787,"$8,270 ","$3,492 ",492919075
1189,Alexander Brown,701,"$10,560 ","$2,939 ",717268410
1190,Brenda Schneider,677,"$12,215 ","$1,570 ",449484688
1191,Danielle Aguirre,721,"$9,848 ","$4,840 ",358473941
1192,Spencer King,779,"$10,437 ","$2,429 ",753538853
1193,Anthony Dixon,763,"$14,881 ","$2,559 ",621712670
1194,Dean Price,701,"$14,482 ","$2,643 ",435329555
1195,Randy Spencer,778,"$13,216 ","$2,220 ",554753639
1196,Wayne Russell,772,"$14,252 ","$4,454 ",33216507
1197,Wendy Kemp,660,"$8,093 ","$2,766 ",297356835
1198,Kayla Ayala,655,"$9,344 ","$3,106 ",295267352
1199,Katherine Hernandez,642,"$13,350 ","$1,574 ",146721365
1200,Christopher Edwards,752,"$13,476 ","$4,098 ",725948912
